# Role|Skill taxonomy from Kaggle job_skills_updated.xlsx
# 9444 entries, 5630 unique skills, 16 roles
General|Standards of Patient Care
General|Guaranteed Stipend: Facility Cancelled Shifts
General|Evening work
General|Criminology
General|Governmentissued charge card
General|2+ years recent experience in specialty
General|IRS
General|Passion for Education
General|Insurance Law
General|Enforcement
General|VISTA
General|MultiTenant Infrastructure
General|Construction Observation
General|Epic EHR
General|Statistical programming
General|Project Finance
General|TOGAF
General|Risk Management Framework
General|Confidential Financial Disclosure Form
General|Academic
General|Coverage Analysis
General|First Aid/CPR certification
General|Credit Risk Management
General|Bilingual (English Spanish)
General|BDD
General|Endo
General|Psychological Assessments
General|Lease Agreements
General|Outpatient Practice
General|Disability Confident Employer
General|California Medical License
General|Revenue Targets
General|Ability to learn and grow
General|Social Activities
General|Equality and Diversity
General|Travel nurses
General|Project Reports
General|Tax Strategies
General|Consumer Insights
General|Competitive
General|Licensed Clinical Social Worker
General|Organizational Change
General|EMTALA
General|Proprietary Software
General|10 years of experience
General|Fingerprint Clearance Card
General|High School or Equivalent
General|Cardiovascular Surgery
General|SaaS Sales
General|Conduit
General|Telephone handling
General|Multistate licensure
General|Catheters
General|BSN (Bachelor of Science in Nursing)
General|OT
General|Fillings
General|Operating instructions
General|Trainer
General|Aftercare Planning
General|Thoracic
General|Medical Evaluation
General|Municipal Pension Plan
General|Providing customer service leadership
General|Initiatives
General|Read/comprehend written instructions
General|Quality Improvement Activities
General|Daily Reporting
General|Sheet Metal Fabrication
General|Material Testing
General|Geriatric population
General|Project Deadlines
General|Sales calls
General|Course Design
General|Public Cloud
General|Land Acquisition
General|Higher Education Experience
General|Functional Safety
General|Income Statements
General|Campaign Planning
General|Workflow Analysis
General|Analyses
General|Buying
General|Apprenticeships
General|DO254
General|Automotive Engineering
General|Electronic Equipment
General|Independent Work Style
General|First Article Inspection
General|iPads
General|Computer Information Systems
General|Connectivity
General|Registered Nursing
General|QoS
General|Mental demands
General|Coronavirus Disease 2019 (COVID19) vaccination
General|Residential Care
General|Traveler Empowerment
General|BLS Provider certification
General|Database programs
General|Evening and weekend work
General|ACSM
General|Nursing Informatics
General|Behavioral Interventions
General|Opportunities
General|Kitchen organization
General|Equipment monitoring
General|CST certification
General|USB
General|Oil and Gas Industry
General|JCL
General|Mental Health Experience
General|Ability to lift and carry up to 50 pounds
General|Service Plans
General|XRay Technologist
General|AIDET
General|Diverse backgrounds
General|Nursing Supervision
General|Legal and moral standards
General|Staging
General|NonExempt
General|USPTO
General|MLS
General|Hydrogen
General|ALARA
General|Totaling
General|Data Insights
General|Project Evaluation
General|Sales Prospecting
General|Waxing
General|Wholesale
General|Threat Analysis
General|Chest tubes
General|Doctor of Osteopathy
General|User Requirements
General|APICS
General|Travel Employment
General|CME benefits
General|Client Progress Monitoring
General|Professional Memberships
General|Critical Care Unit
General|STAAD
General|Odors
General|Medication Administration Program (MAP)
General|Collaborative Team
General|Regular
General|Microsoft Office (Excel Word PowerPoint)
General|Bamboo
General|Terminal degree
General|Strong business acumen
General|Medication Monitoring
General|StormCAD
General|Committee work
General|Crisis situations
General|Sales drive
General|Accounts
General|Hosting
General|Trial
General|Psychotherapeutic treatment
General|Consults
General|Progress Meetings
General|Press Ganey
General|SIGINT
General|BLS Basic Life Support
General|Customer Inquiries
General|Google Mail (GMail)
General|Ability to work alone
General|No State Income Tax
General|TIPS Certification
General|Settlement
General|Tuition Benefits
General|Mailchimp
General|Medical Administration
General|CMS Standards
General|Court Representation
General|Environmental Testing
General|Pensions
General|Technicians
General|Financial Audit
General|Characterization
General|Physical Therapists
General|Personnel development
General|Customer Education
General|Monitoring cameras for unusual activities
General|Cleaning equipment
General|Federal experience
General|OSHA 10 Certification
General|LTC
General|Communication Strategies
General|Chemical Manufacturing
General|External Auditors
General|Clinical Evaluation
General|NIHSS stroke scale certification
General|Tuberculosis screening
General|BS in Engineering
General|Subrogation
General|Strategic Marketing
General|Tissue culture
General|Construction Principles
General|GotoMarket Strategy
General|Laboratory Collection and Processing
General|Addictions
General|Programme Management
General|Game Design
General|Regulated Environment
General|Case consultations
General|DAOs
General|6+ years of experience
General|Vanguard
General|Criminal History Background Check
General|Customercentric mindset
General|Ability to lift 40 pounds
General|Body Fluids
General|HVAC installation
General|Patent Litigation
General|PT
General|Moving equipment
General|Comprehensive onboarding
General|Telehealth Visits
General|Negotiating skills
General|LongTerm Disability Coverage
General|Machine Repair
General|Quick learner
General|Securities Law
General|Financial services knowledge
General|Audiovisual equipment
General|Patient Recruitment
General|Safe environment maintenance
General|Brand Advocacy
General|NICET Certification
General|Business Insights
General|Naval Architecture
General|Inventory Software
General|Advice
General|Research activities
General|Move equipment
General|Mobile Applications
General|Fitting
General|Staff support
General|Licensed Marriage and Family Therapist
General|Nursing policies
General|RN Pharmacology
General|Market Access
General|Contractual Requirements
General|Preventing Medication Errors
General|Safety manual
General|Dental and vision plans
General|Time and Attendance
General|Management principles
General|Requisitions
General|Civil Engineering Degree
General|Maternity
General|Issue Tracking
General|Schedule Development
General|Luxury retail
General|Open and close store
General|Planning/Organizing
General|Solution Implementation
General|Sales plans
General|NVQ
General|Sports Coaching
General|Fanuc
General|Catering Management
General|Environmental Education
General|Missiondriven
General|Rapport
General|Army National Guard
General|Image analysis
General|Systems Programming
General|Respectful
General|Community Nursing
General|CRISC
General|RMF
General|Case Studies
General|AHPRA
General|CFP
General|Art Therapy
General|Rotary Endo
General|Sales Process Management
